state,p_win,run_date
Maine CD-2,0.13960000000000006,2024-05-24
Maryland,0.9945,2024-05-24
Massachusetts,0.9917,2024-05-24
Michigan,0.38659999999999994,2024-05-24
Minnesota,0.5229999999999999,2024-05-24
Mississippi,0.02329999999999988,2024-05-24
Missouri,0.02739999999999992,2024-05-24
Montana,0.03139999999999996,2024-05-24
Nebraska CD-1,0.02429999999999982,2024-05-24
Nebraska CD-2,0.483599999999999,2024-05-24
Nebraska CD-3,5.999999999999964e-4,2024-05-24
Nevada,0.3416000000000002,2024-05-24
New Hampshire,0.5413000000000002,2024-05-24
New Jersey,0.8178000000000007,2024-05-24
New Mexico,0.6969999999999981,2024-05-24
New York,0.9429,2024-05-24
North Carolina,0.24570000000000017,2024-05-24
North Dakota,0.00170000000000004,2024-05-24
Ohio,0.1093999999999995,2024-05-24
Oklahoma,0.00119999999999999,2024-05-24
Oregon,0.8447000000000003,2024-05-24
Pennsylvania,0.33619999999999967,2024-05-24
Rhode Island,0.9218999999999998,2024-05-24
South Carolina,0.05319999999999981,2024-05-24
South Dakota,0.00670000000000001,2024-05-24
Tennessee,0.00550000000000005,2024-05-24
Texas,0.10159999999999952,2024-05-24
Utah,0.01049999999999999,2024-05-24
Vermont,0.9974999999999998,2024-05-24
Virginia,0.6354999999999998,2024-05-24
Washington,0.9106,2024-05-24
West Virginia,0.00140000000000004,2024-05-24
Wisconsin,0.41480000000000034,2024-05-24
Wyoming,5.999999999999937e-4,2024-05-24
National,0.4390999999999999,2024-05-24
Nebraska,0.00339999999999996,2024-05-24
Maine,0.6196000000000005,2024-05-24
Alabama,0.00449999999999993,2024-05-25
Alaska,0.0512000000000002,2024-05-25
Arizona,0.28690000000000027,2024-05-25
Arkansas,0.00360000000000001,2024-05-25
California,0.9843,2024-05-25
Colorado,0.7471000000000001,2024-05-25
Connecticut,0.9073,2024-05-25
Delaware,0.8785000000000001,2024-05-25
District of Columbia,0.9988,2024-05-25
Florida,0.17720000000000038,2024-05-25
Georgia,0.2450999999999998,2024-05-25
Hawaii,0.9836,2024-05-25
Idaho,0.0028,2024-05-25
Illinois,0.8738999999999999,2024-05-25
Indiana,0.02260000000000001,2024-05-25
Iowa,0.10489999999999988,2024-05-25
Kansas,0.02389999999999992,2024-05-25
Kentucky,0.00359999999999996,2024-05-25
Louisiana,0.01160000000000017,2024-05-25
Maine CD-1,0.9591000000000002,2024-05-25
Maine CD-2,0.13450000000000029,2024-05-25
Maryland,0.9933,2024-05-25
Massachusetts,0.9913,2024-05-25
Michigan,0.388,2024-05-25
Minnesota,0.5267999999999996,2024-05-25
Mississippi,0.0237000000000001,2024-05-25
Missouri,0.03089999999999988,2024-05-25
Montana,0.03439999999999999,2024-05-25
Nebraska CD-1,0.02969999999999995,2024-05-25
Nebraska CD-2,0.4815000000000001,2024-05-25
Nebraska CD-3,4.00000000000003e-4,2024-05-25
Nevada,0.3362999999999994,2024-05-25
New Hampshire,0.5522000000000007,2024-05-25
New Jersey,0.8147,2024-05-25
New Mexico,0.7069999999999996,2024-05-25
New York,0.9452000000000002,2024-05-25
North Carolina,0.24140000000000017,2024-05-25
North Dakota,0.00129999999999996,2024-05-25
Ohio,0.1093000000000001,2024-05-25
Oklahoma,0.00109999999999993,2024-05-25
Oregon,0.8565999999999998,2024-05-25
Pennsylvania,0.3369,2024-05-25
Rhode Island,0.9267,2024-05-25
South Carolina,0.04689999999999954,2024-05-25
South Dakota,0.00780000000000009,2024-05-25
Tennessee,0.00549999999999997,2024-05-25
Texas,0.09980000000000062,2024-05-25
Utah,0.00960000000000003,2024-05-25
Vermont,0.9988,2024-05-25
Virginia,0.6373000000000002,2024-05-25
Washington,0.9103000000000002,2024-05-25
West Virginia,0.00109999999999998,2024-05-25
Wisconsin,0.40560000000000024,2024-05-25
Wyoming,6.000000000000124e-4,2024-05-25
National,0.42760000000000137,2024-05-25
Nebraska,0.00560000000000003,2024-05-25
Maine,0.6211999999999994,2024-05-25
Alabama,0.00379999999999997,2024-05-26
Alaska,0.05299999999999985,2024-05-26
Arizona,0.2809999999999999,2024-05-26
Arkansas,0.0026,2024-05-26
California,0.9836999999999998,2024-05-26
Colorado,0.7439,2024-05-26
Connecticut,0.9066999999999996,2024-05-26
Delaware,0.8799,2024-05-26
District of Columbia,0.9988,2024-05-26
Florida,0.17679999999999996,2024-05-26
Georgia,0.24329999999999977,2024-05-26
Hawaii,0.9824,2024-05-26
Idaho,0.0014,2024-05-26
Illinois,0.8803000000000001,2024-05-26
Indiana,0.02199999999999986,2024-05-26
Iowa,0.10949999999999964,2024-05-26
Kansas,0.02700000000000003,2024-05-26
Kentucky,0.00439999999999997,2024-05-26
Louisiana,0.01330000000000027,2024-05-26
Maine CD-1,0.9604,2024-05-26
Maine CD-2,0.1359000000000003,2024-05-26
Maryland,0.9946,2024-05-26
Massachusetts,0.9917,2024-05-26
Michigan,0.39680000000000054,2024-05-26
Minnesota,0.5256000000000002,2024-05-26
Mississippi,0.02080000000000017,2024-05-26
Missouri,0.0285000000000001,2024-05-26
Montana,0.0343,2024-05-26
Nebraska CD-1,0.02689999999999994,2024-05-26
Nebraska CD-2,0.47669999999999985,2024-05-26
Nebraska CD-3,4.000000000000156e-4,2024-05-26
Nevada,0.33569999999999994,2024-05-26
New Hampshire,0.5493000000000001,2024-05-26
New Jersey,0.8199999999999997,2024-05-26
New Mexico,0.6988999999999997,2024-05-26
New York,0.9487,2024-05-26
North Carolina,0.2434,2024-05-26
North Dakota,0.00160000000000003,2024-05-26
Ohio,0.11109999999999978,2024-05-26
Oklahoma,6.000000000000155e-4,2024-05-26
Oregon,0.8469999999999998,2024-05-26
Pennsylvania,0.3356999999999999,2024-05-26
Rhode Island,0.9269,2024-05-26
South Carolina,0.04949999999999991,2024-05-26
South Dakota,0.00799999999999999,2024-05-26
Tennessee,0.0061,2024-05-26
Texas,0.09920000000000018,2024-05-26
Utah,0.01200000000000015,2024-05-26
Vermont,0.9982,2024-05-26
Virginia,0.6357,2024-05-26
Washington,0.9108,2024-05-26
West Virginia,0.0016,2024-05-26
Wisconsin,0.4172,2024-05-26
Wyoming,5.000000000000279e-4,2024-05-26
National,0.42649999999999966,2024-05-26
Nebraska,0.00469999999999996,2024-05-26
Maine,0.6094999999999997,2024-05-26
Alabama,0.00440000000000002,2024-05-27
Alaska,0.05590000000000006,2024-05-27
Arizona,0.2846,2024-05-27
Arkansas,0.00270000000000003,2024-05-27
California,0.9847,2024-05-27
Colorado,0.7515,2024-05-27
Connecticut,0.9105000000000002,2024-05-27
Delaware,0.8812000000000002,2024-05-27
District of Columbia,0.9987,2024-05-27
Florida,0.18419999999999995,2024-05-27
Georgia,0.2368000000000001,2024-05-27
Hawaii,0.9811000000000002,2024-05-27
Idaho,0.00149999999999999,2024-05-27
Illinois,0.8802000000000002,2024-05-27
Indiana,0.02290000000000007,2024-05-27
Iowa,0.11059999999999975,2024-05-27
Kansas,0.02729999999999978,2024-05-27
Kentucky,0.00500000000000004,2024-05-27
Louisiana,0.01150000000000007,2024-05-27
Maine CD-1,0.9582,2024-05-27
Maine CD-2,0.1372,2024-05-27
Maryland,0.9946,2024-05-27
Massachusetts,0.9914000000000002,2024-05-27
Michigan,0.38180000000000097,2024-05-27
Minnesota,0.5306000000000002,2024-05-27
Mississippi,0.02459999999999991,2024-05-27
Missouri,0.02659999999999988,2024-05-27
Montana,0.03080000000000007,2024-05-27
Nebraska CD-1,0.02259999999999998,2024-05-27
Nebraska CD-2,0.4816999999999992,2024-05-27
Nebraska CD-3,3.0000000000000914e-4,2024-05-27
Nevada,0.33739999999999976,2024-05-27
New Hampshire,0.5558999999999997,2024-05-27
New Jersey,0.8150999999999996,2024-05-27
New Mexico,0.6941999999999999,2024-05-27
New York,0.9471,2024-05-27
North Carolina,0.23759999999999976,2024-05-27
North Dakota,0.00169999999999997,2024-05-27
Ohio,0.11050000000000015,2024-05-27
Oklahoma,0.00119999999999999,2024-05-27
Oregon,0.8515000000000001,2024-05-27
Pennsylvania,0.33280000000000015,2024-05-27
Rhode Island,0.9271000000000004,2024-05-27
South Carolina,0.05029999999999998,2024-05-27
South Dakota,0.00809999999999995,2024-05-27
Tennessee,0.00580000000000008,2024-05-27
Texas,0.09960000000000002,2024-05-27
Utah,0.00759999999999996,2024-05-27
Vermont,0.9987,2024-05-27
Virginia,0.6331999999999999,2024-05-27
Washington,0.9103000000000004,2024-05-27
West Virginia,0.00170000000000007,2024-05-27
Wisconsin,0.4180000000000004,2024-05-27
Wyoming,0.00100000000000004,2024-05-27
National,0.4375999999999986,2024-05-27
Nebraska,0.00350000000000001,2024-05-27
Maine,0.6269999999999999,2024-05-27
Alabama,0.00369999999999998,2024-05-28
Alaska,0.05230000000000053,2024-05-28
Arizona,0.2797000000000003,2024-05-28
Arkansas,0.00250000000000003,2024-05-28
California,0.9836,2024-05-28
Colorado,0.7504999999999998,2024-05-28
Connecticut,0.9169000000000004,2024-05-28
Delaware,0.8791999999999992,2024-05-28
District of Columbia,0.9979,2024-05-28
Florida,0.17339999999999972,2024-05-28
Georgia,0.2357999999999997,2024-05-28
Hawaii,0.9849,2024-05-28
Idaho,0.00230000000000002,2024-05-28
Illinois,0.8792999999999995,2024-05-28
Indiana,0.01949999999999999,2024-05-28
Iowa,0.10129999999999992,2024-05-28
Kansas,0.02320000000000052,2024-05-28
Kentucky,0.00339999999999995,2024-05-28
Louisiana,0.00989999999999998,2024-05-28
Maine CD-1,0.9632999999999998,2024-05-28
Maine CD-2,0.1397000000000008,2024-05-28
Maryland,0.9946,2024-05-28
Massachusetts,0.9933,2024-05-28
Michigan,0.3853999999999997,2024-05-28
Minnesota,0.5246000000000004,2024-05-28
Mississippi,0.02029999999999994,2024-05-28
Missouri,0.02290000000000007,2024-05-28
Montana,0.03109999999999982,2024-05-28
Nebraska CD-1,0.02249999999999971,2024-05-28
Nebraska CD-2,0.4716000000000002,2024-05-28
Nebraska CD-3,4.000000000000252e-4,2024-05-28
Nevada,0.34429999999999983,2024-05-28
New Hampshire,0.5476000000000003,2024-05-28
New Jersey,0.8256000000000001,2024-05-28
New Mexico,0.7080999999999993,2024-05-28
New York,0.9479999999999998,2024-05-28
North Carolina,0.2370000000000003,2024-05-28
North Dakota,0.00149999999999997,2024-05-28
Ohio,0.10659999999999986,2024-05-28
Oklahoma,6.000000000000082e-4,2024-05-28
Oregon,0.8556,2024-05-28
Pennsylvania,0.33450000000000013,2024-05-28
Rhode Island,0.9299,2024-05-28
South Carolina,0.04770000000000037,2024-05-28
South Dakota,0.00640000000000001,2024-05-28
Tennessee,0.00549999999999997,2024-05-28
Texas,0.10080000000000028,2024-05-28
Utah,0.00870000000000003,2024-05-28
Vermont,0.9984,2024-05-28
Virginia,0.6365999999999995,2024-05-28
Washington,0.9176,2024-05-28
West Virginia,9.000000000000137e-4,2024-05-28
Wisconsin,0.41439999999999966,2024-05-28
Wyoming,6.000000000000245e-4,2024-05-28
National,0.4329,2024-05-28
Nebraska,0.00379999999999997,2024-05-28
Maine,0.6295999999999998,2024-05-28
Alabama,0.00300000000000001,2024-05-29
Alaska,0.05469999999999973,2024-05-29
Arizona,0.28700000000000014,2024-05-29
Arkansas,0.0039000000000001,2024-05-29
California,0.9837,2024-05-29
Colorado,0.7465000000000002,2024-05-29
Connecticut,0.9169999999999996,2024-05-29
Delaware,0.8844000000000003,2024-05-29
District of Columbia,0.9979,2024-05-29
Florida,0.17420000000000038,2024-05-29
Georgia,0.23419999999999952,2024-05-29
Hawaii,0.9842999999999998,2024-05-29
Idaho,0.00219999999999999,2024-05-29
Illinois,0.8785,2024-05-29
Indiana,0.02029999999999989,2024-05-29
Iowa,0.09729999999999984,2024-05-29
Kansas,0.02159999999999998,2024-05-29
Kentucky,0.00390000000000002,2024-05-29
Louisiana,0.01269999999999997,2024-05-29
Maine CD-1,0.9642,2024-05-29
Maine CD-2,0.14469999999999986,2024-05-29
Maryland,0.9955000000000002,2024-05-29
Massachusetts,0.9934,2024-05-29
Michigan,0.3799000000000003,2024-05-29
Minnesota,0.5300999999999996,2024-05-29
Mississippi,0.02209999999999999,2024-05-29
Missouri,0.0242999999999999,2024-05-29
Montana,0.03259999999999975,2024-05-29
Nebraska CD-1,0.02809999999999995,2024-05-29
Nebraska CD-2,0.49339999999999934,2024-05-29
Nebraska CD-3,5.000000000000193e-4,2024-05-29
Nevada,0.33629999999999965,2024-05-29
New Hampshire,0.5504000000000002,2024-05-29
New Jersey,0.8267,2024-05-29
New Mexico,0.7020999999999995,2024-05-29
New York,0.9481,2024-05-29
North Carolina,0.22839999999999952,2024-05-29
North Dakota,0.00149999999999998,2024-05-29
Ohio,0.10260000000000025,2024-05-29
Oklahoma,8.000000000000486e-4,2024-05-29
Oregon,0.8574999999999999,2024-05-29
Pennsylvania,0.3349,2024-05-29
Rhode Island,0.9326,2024-05-29
South Carolina,0.04679999999999994,2024-05-29
South Dakota,0.00700000000000016,2024-05-29
Tennessee,0.00419999999999991,2024-05-29
Texas,0.0947000000000002,2024-05-29
Utah,0.01030000000000002,2024-05-29
Vermont,0.9987,2024-05-29
Virginia,0.6350999999999998,2024-05-29
Washington,0.9165,2024-05-29
West Virginia,8.999999999999628e-4,2024-05-29
Wisconsin,0.4174999999999997,2024-05-29
Wyoming,6.000000000000072e-4,2024-05-29
National,0.4276999999999994,2024-05-29
Nebraska,0.00470000000000008,2024-05-29
Maine,0.6362000000000002,2024-05-29
Alabama,0.00329999999999993,2024-05-30
Alaska,0.04749999999999999,2024-05-30
Arizona,0.2660999999999999,2024-05-30
Arkansas,0.00339999999999997,2024-05-30
California,0.9814999999999998,2024-05-30
Colorado,0.7351000000000004,2024-05-30
Connecticut,0.9055,2024-05-30
Delaware,0.8710999999999999,2024-05-30
District of Columbia,0.9975,2024-05-30
Florida,0.16469999999999985,2024-05-30
Georgia,0.22269999999999987,2024-05-30
Hawaii,0.9821,2024-05-30
Idaho,0.0021,2024-05-30
Illinois,0.8619000000000004,2024-05-30
Indiana,0.01659999999999985,2024-05-30
Iowa,0.1000000000000001,2024-05-30
Kansas,0.02269999999999981,2024-05-30
Kentucky,0.00430000000000002,2024-05-30
Louisiana,0.0115000000000001,2024-05-30
Maine CD-1,0.9594999999999998,2024-05-30
Maine CD-2,0.13220000000000037,2024-05-30
Maryland,0.994,2024-05-30
Massachusetts,0.9892999999999998,2024-05-30
Michigan,0.3665000000000002,2024-05-30
Minnesota,0.4996999999999997,2024-05-30
Mississippi,0.02209999999999999,2024-05-30
Missouri,0.02520000000000007,2024-05-30
Montana,0.02920000000000006,2024-05-30
Nebraska CD-1,0.02150000000000004,2024-05-30
Nebraska CD-2,0.4717999999999992,2024-05-30
Nebraska CD-3,2.0000000000001527e-4,2024-05-30
Nevada,0.3204999999999999,2024-05-30
New Hampshire,0.5345999999999999,2024-05-30
New Jersey,0.7994000000000007,2024-05-30
New Mexico,0.6941,2024-05-30
New York,0.9168,2024-05-30
North Carolina,0.21289999999999984,2024-05-30
North Dakota,0.00139999999999999,2024-05-30
Ohio,0.0977000000000002,2024-05-30
Oklahoma,9.000000000000091e-4,2024-05-30
Oregon,0.8397999999999998,2024-05-30
Pennsylvania,0.32239999999999935,2024-05-30
Rhode Island,0.9182,2024-05-30
South Carolina,0.0458000000000001,2024-05-30
South Dakota,0.00650000000000004,2024-05-30
Tennessee,0.00409999999999996,2024-05-30
Texas,0.0926,2024-05-30
Utah,0.00849999999999997,2024-05-30
Vermont,0.9982,2024-05-30
Virginia,0.6104999999999993,2024-05-30
Washington,0.8989000000000001,2024-05-30
West Virginia,0.00100000000000003,2024-05-30
Wisconsin,0.38669999999999993,2024-05-30
Wyoming,3.000000000000109e-4,2024-05-30
National,0.4112999999999997,2024-05-30
Nebraska,0.00329999999999998,2024-05-30
Maine,0.6130000000000004,2024-05-30
Alabama,0.00390000000000006,2024-05-31
Alaska,0.05200000000000018,2024-05-31
Arizona,0.27569999999999983,2024-05-31
Arkansas,0.00310000000000001,2024-05-31
California,0.9847,2024-05-31
Colorado,0.7476999999999999,2024-05-31
Connecticut,0.9072,2024-05-31
Delaware,0.8741,2024-05-31
District of Columbia,0.998,2024-05-31
Florida,0.17390000000000022,2024-05-31
Georgia,0.22590000000000016,2024-05-31
Hawaii,0.9803000000000002,2024-05-31
Idaho,0.00200000000000014,2024-05-31
Illinois,0.8686999999999997,2024-05-31
Indiana,0.01959999999999969,2024-05-31
Iowa,0.1055000000000002,2024-05-31
Kansas,0.02129999999999991,2024-05-31
Kentucky,0.00359999999999996,2024-05-31
Louisiana,0.01200000000000002,2024-05-31
Maine CD-1,0.9628000000000002,2024-05-31
Maine CD-2,0.1340999999999999,2024-05-31
Maryland,0.9935,2024-05-31
Massachusetts,0.992,2024-05-31
Michigan,0.3776999999999998,2024-05-31
Minnesota,0.5189000000000004,2024-05-31
Mississippi,0.02079999999999994,2024-05-31
Missouri,0.02650000000000047,2024-05-31
Montana,0.03179999999999986,2024-05-31
Nebraska CD-1,0.02300000000000019,2024-05-31
Nebraska CD-2,0.4719,2024-05-31
Nebraska CD-3,6.00000000000038e-4,2024-05-31
Nevada,0.33270000000000044,2024-05-31
New Hampshire,0.5483999999999994,2024-05-31
New Jersey,0.8106999999999999,2024-05-31
New Mexico,0.7044000000000002,2024-05-31
New York,0.9306000000000004,2024-05-31
North Carolina,0.22969999999999968,2024-05-31
North Dakota,0.00180000000000009,2024-05-31
Ohio,0.10289999999999971,2024-05-31
Oklahoma,9.000000000000273e-4,2024-05-31
Oregon,0.8534999999999998,2024-05-31
Pennsylvania,0.3213999999999997,2024-05-31
Rhode Island,0.9250999999999996,2024-05-31
South Carolina,0.04979999999999968,2024-05-31
South Dakota,0.00559999999999995,2024-05-31
Tennessee,0.00470000000000022,2024-05-31
Texas,0.09370000000000016,2024-05-31
Utah,0.00829999999999987,2024-05-31
Vermont,0.9982,2024-05-31
Virginia,0.6210000000000003,2024-05-31
Washington,0.9157999999999996,2024-05-31
West Virginia,5.000000000000394e-4,2024-05-31
Wisconsin,0.41020000000000023,2024-05-31
Wyoming,8.000000000000161e-4,2024-05-31
National,0.41739999999999966,2024-05-31
Nebraska,0.00339999999999996,2024-05-31
Maine,0.6350999999999992,2024-05-31
Alabama,0.00319999999999996,2024-06-01
Alaska,0.05329999999999992,2024-06-01
Arizona,0.27820000000000056,2024-06-01
Arkansas,0.00350000000000005,2024-06-01
California,0.9858,2024-06-01
Colorado,0.7341999999999997,2024-06-01
Connecticut,0.9121999999999998,2024-06-01
Delaware,0.8845000000000003,2024-06-01
District of Columbia,0.9986,2024-06-01
Florida,0.17320000000000002,2024-06-01
Georgia,0.23350000000000015,2024-06-01
Hawaii,0.9822999999999998,2024-06-01
Idaho,0.00219999999999994,2024-06-01
Illinois,0.8762999999999996,2024-06-01
Indiana,0.02259999999999991,2024-06-01
Iowa,0.10590000000000066,2024-06-01
Kansas,0.02140000000000009,2024-06-01
Kentucky,0.00379999999999997,2024-06-01
Louisiana,0.01180000000000021,2024-06-01
Maine CD-1,0.9611,2024-06-01
Maine CD-2,0.13910000000000022,2024-06-01
Maryland,0.994,2024-06-01
Massachusetts,0.9921,2024-06-01
Michigan,0.37570000000000026,2024-06-01
Minnesota,0.519200000000001,2024-06-01
Mississippi,0.02129999999999991,2024-06-01
Missouri,0.02370000000000008,2024-06-01
Montana,0.02859999999999997,2024-06-01
Nebraska CD-1,0.02159999999999992,2024-06-01
Nebraska CD-2,0.4807000000000003,2024-06-01
Nebraska CD-3,2.000000000000116e-4,2024-06-01
Nevada,0.32610000000000017,2024-06-01
New Hampshire,0.5562999999999998,2024-06-01
New Jersey,0.8153999999999997,2024-06-01
New Mexico,0.7046000000000004,2024-06-01
New York,0.9269,2024-06-01
North Carolina,0.22590000000000016,2024-06-01
North Dakota,0.00149999999999997,2024-06-01
Ohio,0.10139999999999944,2024-06-01
Oklahoma,0.00100000000000005,2024-06-01
Oregon,0.8528000000000004,2024-06-01
Pennsylvania,0.33190000000000014,2024-06-01
Rhode Island,0.9243,2024-06-01
South Carolina,0.04799999999999998,2024-06-01
South Dakota,0.00619999999999991,2024-06-01
Tennessee,0.00519999999999987,2024-06-01
Texas,0.09269999999999992,2024-06-01
Utah,0.00770000000000013,2024-06-01
Vermont,0.9982,2024-06-01
Virginia,0.6215999999999995,2024-06-01
Washington,0.9164,2024-06-01
West Virginia,9.000000000000259e-4,2024-06-01
Wisconsin,0.4009999999999996,2024-06-01
Wyoming,4.000000000000073e-4,2024-06-01
National,0.4223000000000001,2024-06-01
Nebraska,0.00350000000000006,2024-06-01
Maine,0.6333000000000005,2024-06-01
Alabama,0.0047,2024-06-02
Alaska,0.05140000000000021,2024-06-02
Arizona,0.2694999999999994,2024-06-02
Arkansas,0.0021,2024-06-02
California,0.9842000000000002,2024-06-02
Colorado,0.7496999999999997,2024-06-02
Connecticut,0.909,2024-06-02
Delaware,0.8846000000000002,2024-06-02
District of Columbia,0.998,2024-06-02
Florida,0.16640000000000033,2024-06-02
Georgia,0.23540000000000005,2024-06-02
Hawaii,0.9845999999999998,2024-06-02
Idaho,0.00219999999999998,2024-06-02
Illinois,0.8834999999999995,2024-06-02
Indiana,0.02150000000000023,2024-06-02
Iowa,0.10880000000000035,2024-06-02
Kansas,0.02279999999999989,2024-06-02
Kentucky,0.00529999999999994,2024-06-02
Louisiana,0.01180000000000001,2024-06-02
Maine CD-1,0.9604,2024-06-02
Maine CD-2,0.13809999999999967,2024-06-02
Maryland,0.994,2024-06-02
Massachusetts,0.9926,2024-06-02
Michigan,0.38320000000000015,2024-06-02
Minnesota,0.5100999999999994,2024-06-02
Mississippi,0.02259999999999997,2024-06-02
Missouri,0.02780000000000014,2024-06-02
Montana,0.03410000000000005,2024-06-02
Nebraska CD-1,0.0248,2024-06-02
Nebraska CD-2,0.4862,2024-06-02
Nebraska CD-3,3.0000000000001277e-4,2024-06-02
Nevada,0.3239000000000003,2024-06-02
New Hampshire,0.5423999999999995,2024-06-02
New Jersey,0.8153999999999998,2024-06-02
New Mexico,0.7054999999999995,2024-06-02
New York,0.9281999999999998,2024-06-02
North Carolina,0.23929999999999996,2024-06-02
North Dakota,0.00129999999999993,2024-06-02
Ohio,0.1094999999999998,2024-06-02
Oklahoma,0.00149999999999998,2024-06-02
Oregon,0.8457999999999998,2024-06-02
Pennsylvania,0.33329999999999965,2024-06-02
Rhode Island,0.9251999999999998,2024-06-02
South Carolina,0.05399999999999998,2024-06-02
South Dakota,0.00749999999999997,2024-06-02
Tennessee,0.00650000000000003,2024-06-02
Texas,0.09320000000000028,2024-06-02
Utah,0.00809999999999999,2024-06-02
Vermont,0.9983,2024-06-02
Virginia,0.6317000000000003,2024-06-02
Washington,0.9112,2024-06-02
West Virginia,0.00109999999999994,2024-06-02
Wisconsin,0.4103000000000002,2024-06-02
Wyoming,5.000000000000269e-4,2024-06-02
National,0.4320000000000002,2024-06-02
Nebraska,0.00390000000000014,2024-06-02
Maine,0.6309999999999998,2024-06-02
Alabama,0.00310000000000005,2024-06-03
Alaska,0.04970000000000001,2024-06-03
Arizona,0.26849999999999885,2024-06-03
Arkansas,0.00319999999999999,2024-06-03
California,0.9887,2024-06-03
Colorado,0.7511999999999999,2024-06-03
Connecticut,0.9147,2024-06-03
Delaware,0.8843000000000002,2024-06-03
District of Columbia,0.9984,2024-06-03
Florida,0.16370000000000007,2024-06-03
Georgia,0.23059999999999992,2024-06-03
Hawaii,0.9839,2024-06-03
Idaho,0.002,2024-06-03
Illinois,0.8790000000000002,2024-06-03
Indiana,0.01859999999999991,2024-06-03
Iowa,0.10029999999999956,2024-06-03
Kansas,0.02380000000000002,2024-06-03
Kentucky,0.00400000000000018,2024-06-03
Louisiana,0.00929999999999999,2024-06-03
Maine CD-1,0.9645999999999996,2024-06-03
Maine CD-2,0.1319999999999995,2024-06-03
Maryland,0.9954,2024-06-03
Massachusetts,0.9944,2024-06-03
Michigan,0.37629999999999975,2024-06-03
Minnesota,0.5194000000000003,2024-06-03
Mississippi,0.02230000000000007,2024-06-03
Missouri,0.0277,2024-06-03
Montana,0.03299999999999981,2024-06-03
Nebraska CD-1,0.02290000000000007,2024-06-03
Nebraska CD-2,0.4845999999999997,2024-06-03
Nebraska CD-3,0,2024-06-03
Nevada,0.3228999999999997,2024-06-03
New Hampshire,0.5584999999999994,2024-06-03
New Jersey,0.816,2024-06-03
New Mexico,0.7113999999999997,2024-06-03
New York,0.929,2024-06-03
North Carolina,0.2247999999999999,2024-06-03
North Dakota,0.0016,2024-06-03
Ohio,0.10599999999999948,2024-06-03
Oklahoma,5.000000000000349e-4,2024-06-03
Oregon,0.8535999999999999,2024-06-03
Pennsylvania,0.3360000000000003,2024-06-03
Rhode Island,0.9293,2024-06-03
South Carolina,0.04659999999999961,2024-06-03
South Dakota,0.00619999999999995,2024-06-03
Tennessee,0.00479999999999985,2024-06-03
Texas,0.09330000000000024,2024-06-03
Utah,0.008,2024-06-03
Vermont,0.9989,2024-06-03
Virginia,0.6220999999999989,2024-06-03
Washington,0.9115,2024-06-03
West Virginia,6.999999999999998e-4,2024-06-03
Wisconsin,0.4075000000000001,2024-06-03
Wyoming,6.000000000000183e-4,2024-06-03
National,0.4249999999999998,2024-06-03
Nebraska,0.00420000000000001,2024-06-03
Maine,0.6326000000000016,2024-06-03
Alabama,0.00350000000000004,2024-06-04
Alaska,0.04670000000000001,2024-06-04
Arizona,0.2671000000000003,2024-06-04
Arkansas,0.0021,2024-06-04
California,0.9869,2024-06-04
Colorado,0.7554,2024-06-04
Connecticut,0.9106,2024-06-04
Delaware,0.8822000000000001,2024-06-04
District of Columbia,0.9974,2024-06-04
Florida,0.16199999999999984,2024-06-04
Georgia,0.22599999999999995,2024-06-04
Hawaii,0.9837,2024-06-04
Idaho,0.00140000000000002,2024-06-04
Illinois,0.8753000000000005,2024-06-04
Indiana,0.01720000000000003,2024-06-04
Iowa,0.1057,2024-06-04
Kansas,0.02349999999999996,2024-06-04
Kentucky,0.00359999999999996,2024-06-04
Louisiana,0.00949999999999994,2024-06-04
Maine CD-1,0.9685,2024-06-04
Maine CD-2,0.13620000000000002,2024-06-04
Maryland,0.9955,2024-06-04
Massachusetts,0.9925,2024-06-04
Michigan,0.38399999999999984,2024-06-04
Minnesota,0.5256999999999997,2024-06-04
Mississippi,0.02039999999999993,2024-06-04
Missouri,0.02429999999999983,2024-06-04
Montana,0.02910000000000016,2024-06-04
Nebraska CD-1,0.02459999999999991,2024-06-04
Nebraska CD-2,0.4769999999999999,2024-06-04
Nebraska CD-3,3.000000000000158e-4,2024-06-04
Nevada,0.32619999999999993,2024-06-04
New Hampshire,0.5557999999999998,2024-06-04
New Jersey,0.8232,2024-06-04
New Mexico,0.7145999999999997,2024-06-04
New York,0.9291,2024-06-04
North Carolina,0.2216000000000002,2024-06-04
North Dakota,0.001,2024-06-04
Ohio,0.1054000000000002,2024-06-04
Oklahoma,0.00129999999999998,2024-06-04
Oregon,0.8624999999999998,2024-06-04
Pennsylvania,0.3206000000000003,2024-06-04
Rhode Island,0.929,2024-06-04
South Carolina,0.04610000000000006,2024-06-04
South Dakota,0.00559999999999993,2024-06-04
Tennessee,0.00339999999999999,2024-06-04
Texas,0.09000000000000014,2024-06-04
Utah,0.00890000000000001,2024-06-04
Vermont,0.999,2024-06-04
Virginia,0.6279999999999999,2024-06-04
Washington,0.9165000000000004,2024-06-04
West Virginia,0.00119999999999999,2024-06-04
Wisconsin,0.4063999999999995,2024-06-04
Wyoming,5.000000000000145e-4,2024-06-04
National,0.4178000000000002,2024-06-04
Nebraska,0.00429999999999998,2024-06-04
Maine,0.6398999999999997,2024-06-04
Alabama,0.00390000000000005,2024-06-05
Alaska,0.04539999999999977,2024-06-05
Arizona,0.2616999999999999,2024-06-05
